Clases,Caracteristica 1,Caracteristica 2,Caracteristica 3,Caracteristica 4,Caracteristica 5,Caracteristica 6,Caracteristica 7,Caracteristica 8,Caracteristica 9,Caracteristica 10,Caracteristica 11,Caracteristica 12,Caracteristica 13,Caracteristica 14,Caracteristica 15,Caracteristica 16,Caracteristica 17,Caracteristica 18,Caracteristica 19,Caracteristica 20,Caracteristica 21,Caracteristica 22,Caracteristica 23,Caracteristica 24,Caracteristica 25,Caracteristica 26,Caracteristica 27,Caracteristica 28,Caracteristica 29,Caracteristica 30,Caracteristica 31,Caracteristica 32,Caracteristica 33,Caracteristica 34,Caracteristica 35,Caracteristica 36,Caracteristica 37,Caracteristica 38,Caracteristica 39,Caracteristica 40,Caracteristica 41,Caracteristica 42,Caracteristica 43,Caracteristica 44,Caracteristica 45,Caracteristica 46,Caracteristica 47,Caracteristica 48,Caracteristica 49,Caracteristica 50,Caracteristica 51,Caracteristica 52,Caracteristica 53,Caracteristica 54,Caracteristica 55,Caracteristica 56,Caracteristica 57,Caracteristica 58,Caracteristica 59,Caracteristica 60,Caracteristica 61,Caracteristica 62,Caracteristica 63,Caracteristica 64,Caracteristica 65,Caracteristica 66,Caracteristica 67,Caracteristica 68,Caracteristica 69,Caracteristica 70,Caracteristica 71,Caracteristica 72,Caracteristica 73,Caracteristica 74,Caracteristica 75,Caracteristica 76,Caracteristica 77,Caracteristica 78,Caracteristica 79,Caracteristica 80
0,7,5,5,4,3,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,4,5,7,12,14,16,16,17,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,17,17,17,16,15,14,12
0,7,5,4,3,3,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,4,6,13,15,16,16,17,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,17,17,17,17,16,15,14,12
0,7,5,5,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,5,7,12,14,16,17,17,17,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,17,17,16,16,14,12
0,8,6,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,5,7,13,15,16,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,14,12
0,6,4,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,4,5,7,11,14,15,16,17,17,17,17,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,17,16,15,13
1,11,9,8,7,6,3,1,0,0,0,1,2,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,5,5,8,16,18,19,19,19,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,12
1,8,7,6,5,2,0,0,0,0,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,8,16,17,18,18,18,17,17,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16
1,10,10,10,9,8,2,1,0,0,0,2,7,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,17,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16
1,10,9,8,7,4,2,0,0,0,0,2,5,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17
1,10,8,8,7,5,1,0,0,0,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17
1,10,8,7,4,2,1,0,0,0,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,9,17,18,19,19,19,19,19,19,19,18,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16
1,10,9,8,7,5,2,0,0,0,1,2,8,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,17,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16
1,10,8,8,7,6,1,0,0,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17
1,10,9,8,5,2,0,0,0,0,3,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,4,19,19,19,19,19,19,19,18,18,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,14,14,14,14,14,13
1,11,9,9,8,7,2,0,0,0,0,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,17,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16
1,12,12,8,9,5,2,1,1,0,1,2,8,9,9,9,9,9,9,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,16,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,18,17
1,10,8,8,7,6,2,1,0,0,0,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,17,18,18,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,18,18,17,17,15
1,10,8,7,6,3,1,0,0,0,0,0,2,6,6,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,18,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,12
1,12,10,8,7,5,3,0,1,0,5,8,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,9,10,9,10,10,10,10,10,8,9,10,10,10,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,18
1,10,9,9,9,14,13,13,0,0,0,1,7,8,8,8,8,7,7,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,17,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,17,17,17,17,16,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1,10,8,7,7,5,2,0,0,0,0,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18
1,10,9,8,7,7,1,0,0,0,1,7,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,18,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,15
1,10,9,8,7,4,2,1,0,0,0,1,3,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,8,16,18,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15
2,7,5,5,3,3,2,0,0,0,1,14,14,13,13,12,11,10,9,8,7,7,6,5,5,4,4,3,2,2,1,1,1,1,0,0,0,0,0,0,1,12,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,16,15,14,13,12,11,10,10,9,9,8,8,7,7,6,6,6,18,19,19,19,19,18
2,12,9,7,5,3,2,1,0,0,0,0,1,14,13,13,12,11,10,9,8,7,6,5,5,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,1,14,15,16,15,16,18,19,18,19,19,19,19,19,19,19,18,17,17,16,15,14,13,12,11,10,9,9,8,8,7,7,6,6,5,6,18,19,19,19,18
2,8,5,4,3,3,2,0,0,0,1,14,14,13,13,12,11,10,9,8,7,7,6,5,5,4,3,2,2,2,1,1,1,0,0,0,0,0,0,0,2,13,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,16,15,14,13,12,11,11,10,9,8,8,7,7,6,6,6,6,17,18,19,19,19,18
2,6,4,3,2,1,0,0,0,0,1,14,13,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,12,14,16,17,18,19,19,19,19,19,19,19,19,18,18,17,16,16,14,13,13,12,11,10,9,9,8,8,7,7,6,6,6,6,18,19,19,19,19,18
2,7,5,3,2,3,2,1,0,1,2,14,14,14,13,12,12,10,9,8,7,7,6,5,5,4,3,3,3,2,2,1,1,1,0,0,0,0,0,0,1,12,15,16,17,18,18,19,19,19,19,19,19,19,18,18,17,16,15,15,13,12,11,11,10,9,9,8,8,7,7,6,6,6,6,6,18,19,19,19,18
2,7,5,4,3,2,2,1,1,1,1,2,12,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,15,16,17,18,18,19,19,19,19,19,19,19,19,19,18,18,17,16,15,15,14,13,12,11,10,10,9,9,8,8,7,7,16,17,17,17,17,17,17,16
2,10,5,3,2,1,0,0,0,1,15,15,14,14,13,13,11,10,10,9,7,7,6,5,5,4,5,3,2,2,2,1,1,1,1,1,0,0,0,2,1,13,15,16,17,18,18,19,19,19,19,19,19,18,18,17,16,16,14,13,12,11,11,10,9,8,8,7,7,6,5,5,5,5,4,5,6,19,19,19,19
2,7,5,4,4,3,2,1,0,1,2,14,14,14,13,12,11,10,9,8,7,7,6,5,5,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,1,13,15,16,17,18,18,19,19,19,19,19,19,19,18,18,17,16,15,14,13,12,11,11,10,9,8,8,7,7,6,6,6,5,5,6,18,19,19,19,18
2,7,5,4,4,3,2,1,1,1,2,14,13,13,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,1,1,0,0,0,0,0,2,12,15,16,17,17,18,18,19,19,19,19,19,19,18,18,17,16,16,14,13,12,11,11,10,9,9,8,8,7,7,6,6,6,6,7,18,18,18,18,17
2,7,5,4,3,2,2,1,1,1,2,14,13,13,12,11,10,9,8,8,7,6,5,5,4,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,1,13,15,16,17,18,18,18,19,19,19,19,19,18,18,18,17,17,16,15,14,13,12,11,10,10,9,8,8,7,7,6,6,6,6,16,17,18,18,18,17
2,7,5,4,3,3,2,1,1,1,1,14,13,13,13,11,10,10,9,8,7,7,6,5,5,4,4,3,2,2,1,1,1,1,0,0,0,0,0,0,2,13,15,16,17,18,18,19,19,19,19,19,19,19,18,18,17,17,16,15,14,13,12,11,10,9,9,8,8,7,7,6,6,6,6,17,18,18,18,18,17
2,6,4,3,2,1,1,0,0,0,2,14,14,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,1,13,15,16,17,18,19,19,19,19,19,19,19,19,19,18,17,16,16,15,14,13,12,11,10,10,9,8,8,7,7,6,6,6,6,18,19,19,19,19,18
2,7,4,3,3,2,1,1,1,1,2,14,14,14,16,14,14,12,8,8,7,6,5,5,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,2,13,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,16,15,14,13,12,11,10,9,9,8,8,7,7,6,6,6,6,6,19,19,19,19,18
2,7,4,3,2,2,1,1,0,1,1,13,13,12,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,1,12,15,16,17,18,19,19,19,19,19,19,19,19,18,18,17,16,16,14,13,13,12,11,10,9,9,8,8,7,7,6,6,6,6,17,18,18,18,18,17
2,7,4,3,2,1,1,0,0,0,1,14,13,12,11,11,10,9,8,8,7,7,6,6,5,5,4,4,3,3,2,2,2,2,1,1,0,0,0,0,1,12,14,16,16,17,18,18,19,19,19,19,18,18,18,17,16,15,14,13,13,12,11,11,10,10,9,9,9,8,8,7,7,7,7,19,19,19,19,19,18
2,7,6,4,3,2,2,1,0,0,1,14,13,13,12,11,11,10,9,8,7,6,5,5,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,1,13,14,14,17,18,18,19,19,19,19,19,19,19,18,18,17,17,16,15,14,13,12,11,10,10,9,8,8,7,7,6,6,6,6,18,18,19,19,18,18
2,6,4,3,2,1,1,0,0,0,0,13,13,13,12,11,10,9,8,7,7,6,5,4,4,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,13,15,16,17,18,18,18,19,19,19,19,19,19,18,18,17,17,16,15,14,13,12,12,11,10,10,9,8,8,7,7,7,6,6,18,19,19,19,19,18
2,7,5,4,2,2,1,1,1,1,2,14,14,13,12,11,10,9,8,8,7,6,5,5,5,4,4,3,2,2,2,1,1,1,0,0,0,0,0,0,2,13,15,16,17,18,18,19,19,19,19,19,19,19,18,18,17,17,16,15,14,13,12,11,11,10,9,9,8,8,7,7,6,6,7,18,18,19,19,18,18
2,7,5,4,3,2,1,1,0,0,1,14,13,13,13,12,11,10,9,8,8,7,6,5,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,2,12,15,16,17,18,18,19,19,19,19,19,19,19,18,18,17,17,16,14,14,12,11,11,10,9,9,8,8,7,7,6,6,6,6,6,18,19,19,19,18
2,7,5,5,3,2,1,1,0,0,1,14,14,13,12,12,11,9,9,8,7,6,5,5,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,1,12,14,16,17,17,18,18,19,19,19,19,19,19,18,18,17,17,16,15,14,13,12,11,11,10,9,9,8,8,7,7,6,6,6,7,18,19,19,19,18
2,7,5,4,3,2,1,1,1,1,2,13,13,12,11,10,9,9,8,7,7,6,6,5,5,4,4,3,3,2,2,2,2,1,1,1,0,0,0,0,9,13,15,16,17,18,18,19,19,19,19,19,19,18,18,17,16,15,14,14,13,12,12,11,10,10,9,9,9,8,8,7,7,7,7,18,19,19,19,19,18
2,6,5,4,2,1,1,0,0,0,0,14,14,13,13,12,11,10,9,8,7,6,5,5,4,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,1,7,14,15,17,17,18,19,19,19,19,19,19,19,19,18,17,17,16,15,14,13,12,11,10,10,9,8,8,7,7,6,6,6,6,17,19,19,19,19,18
2,7,5,3,2,1,1,0,0,0,2,14,13,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,1,13,15,16,17,18,18,18,19,19,19,19,19,18,18,18,17,16,16,15,14,13,12,11,10,10,9,8,8,7,7,7,6,6,6,18,19,19,19,19,18
2,8,5,3,3,2,1,0,0,0,1,13,13,13,12,12,11,10,9,8,7,6,6,5,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,1,2,12,14,15,16,17,18,19,19,19,19,19,19,19,18,18,17,17,16,15,14,13,12,11,11,10,9,9,8,8,8,7,7,6,6,8,18,19,19,19,18
2,7,5,4,2,2,1,0,0,0,0,14,14,13,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,1,8,13,15,16,17,18,18,19,19,19,19,19,19,18,18,17,17,16,15,14,13,12,11,10,10,9,9,8,7,7,7,6,6,6,6,19,19,19,19,19
3,8,6,4,3,2,1,1,0,0,1,2,15,14,14,13,11,7,6,6,6,7,11,13,13,14,14,14,14,14,14,4,0,0,0,0,1,1,2,4,5,14,16,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,17,16,15,12
3,7,5,4,2,1,1,0,0,0,1,14,14,14,13,13,11,7,6,6,6,7,12,13,13,13,14,14,14,14,14,14,0,0,0,0,1,1,2,4,6,12,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,16,16,16,17,17,18,18,18,18,19,19,19,19,19,18,18,18,17,17,16,15,14,12
3,7,5,4,3,2,1,1,1,1,1,1,2,12,11,10,6,5,5,5,5,6,7,10,11,11,11,12,12,11,1,0,0,0,0,0,1,1,2,3,5,14,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,18,17,16,16,17,17,17,18,18,18,18,18,18,18,18,18,17,19,19,19,19,19,19,13
3,6,4,3,2,2,1,0,0,0,1,14,14,14,13,13,11,7,6,6,6,7,12,12,13,13,13,13,14,14,14,1,0,0,0,1,1,2,3,4,6,13,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,17,16,17,17,17,18,18,18,18,18,19,19,19,19,19,19,19,18,18,17,16,15,13
3,6,4,3,2,1,1,0,0,0,1,14,14,13,13,12,9,6,6,6,6,7,11,12,12,13,13,13,13,13,13,1,0,0,0,1,1,2,3,4,6,11,14,15,16,17,18,18,19,19,19,19,19,19,18,18,18,17,16,16,16,16,17,18,18,18,18,18,19,19,18,18,18,18,18,17,17,16,15,14,11
3,6,4,3,2,1,1,0,0,0,0,2,14,13,13,13,10,6,6,6,6,7,11,12,12,13,13,13,13,13,13,2,0,0,0,0,1,2,3,4,6,12,14,16,17,17,18,18,19,19,19,19,19,19,19,18,18,17,16,16,16,16,17,17,18,18,18,18,19,19,19,19,18,18,18,18,17,16,15,14,12
3,6,4,3,2,2,1,0,0,0,0,1,14,14,13,12,11,6,6,6,6,6,11,12,12,13,13,13,14,14,14,1,0,0,1,1,1,2,3,4,6,13,15,16,17,18,18,18,19,19,19,19,19,19,19,18,18,17,17,16,16,17,17,18,18,18,18,19,19,19,19,19,19,18,18,18,17,17,16,15,13
3,7,4,3,2,1,1,0,0,0,0,14,14,14,13,13,10,7,6,6,6,7,11,12,13,13,14,14,14,14,14,1,1,0,0,1,1,2,3,4,7,12,14,16,16,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,17,16,15,12
3,7,5,4,2,1,1,0,0,0,1,14,14,14,13,13,10,7,6,6,7,10,12,13,13,14,14,14,15,15,14,3,1,1,1,1,2,2,3,5,7,12,14,15,17,18,18,18,19,19,19,19,19,19,18,18,17,17,16,16,16,17,17,18,18,19,19,19,19,19,19,19,19,19,19,18,18,17,16,15,13
3,7,4,3,2,1,1,1,0,0,1,2,14,14,14,13,11,7,6,6,6,6,10,12,12,13,13,13,14,14,13,13,0,0,0,0,1,1,2,3,5,12,14,16,17,17,18,18,19,19,19,19,19,19,19,18,18,17,16,16,15,16,17,17,17,18,18,18,18,18,18,18,18,18,17,17,16,16,15,13,11
3,7,5,4,3,2,2,1,1,1,1,2,3,13,13,12,9,6,6,6,6,6,7,11,12,12,12,12,12,12,12,1,0,0,0,0,1,1,2,3,6,13,16,16,17,18,19,19,19,19,19,19,19,19,19,18,18,17,16,16,16,16,17,17,17,18,18,18,18,18,18,18,17,17,17,16,16,15,14,13,11
3,7,4,3,2,1,1,1,0,1,15,15,15,14,14,13,11,7,6,6,7,11,12,13,13,14,14,14,14,14,14,1,0,0,0,1,1,2,3,4,7,12,14,15,16,17,18,18,19,19,19,19,19,19,18,18,17,17,16,15,16,17,17,18,18,18,18,19,19,19,19,19,19,18,18,18,17,17,16,14,12
3,7,4,3,2,1,1,0,0,0,1,2,14,14,14,13,11,6,6,6,6,7,11,12,12,13,13,13,13,13,13,2,0,0,0,0,1,2,3,4,6,12,14,16,17,18,18,18,19,19,19,19,19,19,19,18,18,17,16,15,15,16,17,17,18,18,18,18,18,18,18,18,18,18,18,17,17,16,15,14,12
3,7,4,3,2,2,1,0,0,1,2,14,14,14,13,12,10,6,6,6,6,8,12,12,13,13,13,14,14,14,14,13,0,0,0,0,1,2,3,4,6,13,15,16,17,17,18,19,19,19,19,19,19,19,18,18,17,17,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,17,17,16,15,14,12
3,7,4,3,2,1,0,0,0,0,1,14,14,14,13,12,10,6,5,5,6,7,11,12,13,13,13,13,13,13,13,1,0,0,0,0,1,2,3,4,6,13,16,17,17,18,18,19,19,19,19,19,19,18,18,18,17,17,16,16,16,16,17,17,18,18,18,18,18,18,18,18,18,18,17,17,17,16,15,14,12
3,6,4,3,2,1,0,0,0,0,0,2,13,13,13,12,10,6,6,6,6,7,11,12,13,13,13,14,14,14,14,2,1,1,1,1,2,2,3,5,7,12,13,15,16,17,18,18,19,19,19,19,19,19,19,18,18,17,16,16,16,17,17,18,18,19,19,19,19,19,19,19,19,19,18,18,17,17,16,15,13
3,6,4,3,2,1,0,0,0,0,1,14,14,13,13,12,9,6,6,6,6,7,11,12,13,13,13,14,14,14,14,4,0,0,0,1,1,2,3,4,6,14,15,16,17,18,18,18,19,19,19,19,19,19,18,18,17,17,16,16,16,17,17,18,18,18,18,18,19,19,19,18,18,18,18,17,17,16,15,14,12
3,6,4,3,2,1,1,0,0,0,1,13,13,12,12,11,7,7,7,7,7,8,12,12,12,13,13,13,13,13,2,0,0,0,0,1,2,2,4,5,7,12,14,16,17,17,18,18,18,19,19,19,19,18,18,18,18,17,16,17,17,18,18,18,18,18,19,19,19,19,19,19,19,19,19,18,18,17,16,15,12
3,7,4,3,1,1,0,0,0,0,1,14,14,14,13,12,10,7,6,6,6,7,12,12,13,13,13,14,14,14,14,2,0,0,0,1,1,2,3,4,6,12,14,15,16,17,18,19,18,18,19,19,19,19,18,18,18,17,16,16,16,17,17,18,18,18,19,19,19,19,19,19,19,18,18,18,17,16,16,14,12
